I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15
38760740.000000,-0.033842,0.265423,0.006734,-0.002450,0.000261,0.006522,-2.624078,-0.316111,9.389924,2.005000,9.754813,0.006734,51.875000,-0.000189,-0.006935
38762740.000000,-0.033860,0.265426,0.006722,-0.007776,-0.001870,-0.006261,-2.624078,-0.316111,9.389924,2.005000,9.754813,0.006722,51.875000,-0.000208,-0.006932
38764740.000000,-0.033859,0.265425,0.006724,-0.002450,-0.001870,0.000131,-2.590850,-0.264922,9.413273,2.005000,9.766903,0.006724,51.875000,-0.005723,-0.003057
38766740.000000,-0.033856,0.265419,0.006726,-0.002450,-0.004001,0.000131,-2.588156,-0.239777,9.441113,2.052000,9.792377,0.006726,51.875000,-0.008464,-0.002062
38768740.000000,-0.033855,0.265419,0.006729,-0.001385,0.000261,0.001196,-2.571093,-0.297252,9.457277,1.958000,9.805049,0.006729,51.875000,-0.002435,0.000096
38770760.000000,-0.033862,0.265418,0.006724,-0.003515,-0.002935,-0.003065,-2.608811,-0.297252,9.434826,2.005000,9.793375,0.006724,51.875000,-0.002366,-0.004223
38772740.000000,-0.033874,0.265409,0.006712,-0.005646,-0.006131,-0.006261,-2.608811,-0.297252,9.434826,2.005000,9.793375,0.006712,51.875000,-0.002379,-0.004232
38774740.000000,-0.033880,0.265408,0.006718,-0.005646,-0.001870,0.002261,-2.590850,-0.280189,9.441113,2.005000,9.794162,0.006718,51.875000,-0.004211,-0.002309
38776740.000000,-0.033887,0.265406,0.006715,-0.005646,-0.001870,-0.002000,-2.587258,-0.265820,9.438418,2.051000,9.790215,0.006715,51.875000,-0.005730,-0.002041
38778736.000000,-0.033883,0.265409,0.006713,-0.000319,-0.000805,-0.002000,-2.602525,-0.264024,9.405190,1.960000,9.762195,0.006713,51.875000,-0.005818,-0.004447
38780760.000000,-0.033886,0.265398,0.006704,-0.002450,-0.006131,-0.005196,-2.582768,-0.279291,9.408783,2.004000,9.760835,0.006704,51.875000,-0.004211,-0.002396
38782740.000000,-0.033888,0.265388,0.006701,-0.002450,-0.006131,-0.002000,-2.582768,-0.279291,9.408783,2.005000,9.760835,0.006701,51.875000,-0.004212,-0.002406
38784740.000000,-0.033880,0.265385,0.006706,0.001811,-0.001870,0.002261,-2.561215,-0.293660,9.418661,2.005000,9.765102,0.006706,51.875000,-0.002712,-0.000002
38786740.000000,-0.033885,0.265390,0.006716,-0.003515,0.001326,0.004392,-2.582768,-0.317009,9.405190,2.051000,9.758524,0.006716,51.875000,-0.000192,-0.002469
38788740.000000,-0.033885,0.265371,0.006718,-0.002450,-0.011457,0.000131,-2.600729,-0.284679,9.429438,1.958000,9.785659,0.006718,51.875000,-0.003704,-0.003631
38790760.000000,-0.033884,0.265361,0.006711,-0.001385,-0.006131,-0.004131,-2.562113,-0.258636,9.361187,2.005000,9.708920,0.006711,51.875000,-0.006263,-0.001695
38792740.000000,-0.033890,0.265369,0.006709,-0.005646,0.003456,-0.002000,-2.562113,-0.258636,9.361187,2.005000,9.708920,0.006709,51.875000,-0.006269,-0.001687
38794740.000000,-0.033884,0.265373,0.006719,-0.001385,0.001326,0.004392,-2.555827,-0.255942,9.359390,2.005000,9.705460,0.006719,51.875000,-0.006545,-0.001109
38796740.000000,-0.033884,0.265368,0.006719,-0.001385,-0.004001,-0.000935,-2.591748,-0.283781,9.433928,2.052000,9.787579,0.006719,51.875000,-0.003812,-0.002629
38798740.000000,-0.033902,0.265351,0.006707,-0.008842,-0.010392,-0.006261,-2.607913,-0.298150,9.431234,1.958000,9.789703,0.006707,51.875000,-0.002299,-0.004298
38800760.000000,-0.033920,0.265336,0.006707,-0.009907,-0.009327,-0.000935,-2.607913,-0.298150,9.431234,2.005000,9.789703,0.006707,51.875000,-0.002317,-0.004313
38802740.000000,-0.033927,0.265326,0.006710,-0.004581,-0.006131,0.001196,-2.571093,-0.305334,9.393517,2.005000,9.743814,0.006710,51.875000,-0.001433,-0.001705
